text,intent
guru what medicine should i take please,MEDICINE_QUERY
can you what medicine should i take right now,MEDICINE_QUERY
could you what medicine should i take,MEDICINE_QUERY
guru please what medicine should i take quickly,MEDICINE_QUERY
guru please what medicine should i take please,MEDICINE_QUERY
could you what medicine should i take immediately,MEDICINE_QUERY
guru what medicine should i take for me,MEDICINE_QUERY
would you what medicine should i take quickly,MEDICINE_QUERY
guru what medicine should i take quickly,MEDICINE_QUERY
hey what medicine should i take,MEDICINE_QUERY
listen guru what medicine should i take please,MEDICINE_QUERY
listen guru what medicine should i take for me,MEDICINE_QUERY
what medicine should i take please,MEDICINE_QUERY
guru what medicine should i take immediately,MEDICINE_QUERY
can you what medicine should i take quickly,MEDICINE_QUERY
would you what medicine should i take immediately,MEDICINE_QUERY
could you what medicine should i take quickly,MEDICINE_QUERY
what medicine should i take for me,MEDICINE_QUERY
hey guru what medicine should i take right now,MEDICINE_QUERY
what medicine should i take right now,MEDICINE_QUERY
hey what medicine should i take please,MEDICINE_QUERY
hey what medicine should i take right now,MEDICINE_QUERY
would you what medicine should i take,MEDICINE_QUERY
can you what medicine should i take immediately,MEDICINE_QUERY
could you what medicine should i take please,MEDICINE_QUERY
would you what medicine should i take please,MEDICINE_QUERY
guru what medicine should i take right now,MEDICINE_QUERY
guru please what medicine should i take right now,MEDICINE_QUERY
listen guru what medicine should i take immediately,MEDICINE_QUERY
what medicine should i take immediately,MEDICINE_QUERY
would you what medicine should i take right now,MEDICINE_QUERY
hey what medicine should i take quickly,MEDICINE_QUERY
what medicine should i take,MEDICINE_QUERY
please what medicine should i take please,MEDICINE_QUERY
please what medicine should i take,MEDICINE_QUERY
guru please what medicine should i take immediately,MEDICINE_QUERY
listen guru what medicine should i take right now,MEDICINE_QUERY
listen guru what medicine should i take,MEDICINE_QUERY
hey guru what medicine should i take immediately,MEDICINE_QUERY
what medicine should i take quickly,MEDICINE_QUERY
please what medicine should i take quickly,MEDICINE_QUERY
beta what medicine should i take,MEDICINE_QUERY
please what medicine should i take for me,MEDICINE_QUERY
hey guru what medicine should i take,MEDICINE_QUERY
guru please what medicine should i take for me,MEDICINE_QUERY
guru please what medicine should i take,MEDICINE_QUERY
can you what medicine should i take for me,MEDICINE_QUERY
would you medicine reminder,MEDICINE_QUERY
can you medicine reminder quickly,MEDICINE_QUERY
hey medicine reminder please,MEDICINE_QUERY
please medicine reminder right now,MEDICINE_QUERY
can you medicine reminder for me,MEDICINE_QUERY
could you medicine reminder please,MEDICINE_QUERY
hey medicine reminder right now,MEDICINE_QUERY
listen guru medicine reminder quickly,MEDICINE_QUERY
medicine reminder immediately,MEDICINE_QUERY
please medicine reminder,MEDICINE_QUERY
could you medicine reminder right now,MEDICINE_QUERY
guru please medicine reminder,MEDICINE_QUERY
medicine remnder,MEDICINE_QUERY
medicine reminder right now,MEDICINE_QUERY
would you medicine reminder right now,MEDICINE_QUERY
guru medicine reminder please,MEDICINE_QUERY
listen guru medicine reminder,MEDICINE_QUERY
hey guru medicine reminder quickly,MEDICINE_QUERY
listen guru medicine reminder please,MEDICINE_QUERY
hey medicine reminder for me,MEDICINE_QUERY
would you medicine reminder for me,MEDICINE_QUERY
guru please medicine reminder please,MEDICINE_QUERY
hey guru medicine reminder for me,MEDICINE_QUERY
medicine reminder for me,MEDICINE_QUERY
hey guru medicine reminder immediately,MEDICINE_QUERY
can you medicine reminder,MEDICINE_QUERY
hey guru medicine reminder right now,MEDICINE_QUERY
guru medicine reminder quickly,MEDICINE_QUERY
medicine reminder,MEDICINE_QUERY
would you medicine reminder immediately,MEDICINE_QUERY
hey medicine reminder quickly,MEDICINE_QUERY
medicine reminder please,MEDICINE_QUERY
please medicine reminder immediately,MEDICINE_QUERY
please medicine reminder for me,MEDICINE_QUERY
please medicine reminder quickly,MEDICINE_QUERY
could you medicine reminder for me,MEDICINE_QUERY
listen guru medicine reminder immediately,MEDICINE_QUERY
can you medicine reminder please,MEDICINE_QUERY
would you medicine reminder please,MEDICINE_QUERY
listen guru medicine reminder for me,MEDICINE_QUERY
please help medicine reminder,MEDICINE_QUERY
hey medicine reminder immediately,MEDICINE_QUERY
listen guru medicine reminder right now,MEDICINE_QUERY
hey medicine reminder,MEDICINE_QUERY
could you medicine reminder immediately,MEDICINE_QUERY
guru medicine reminder for me,MEDICINE_QUERY
guru medicine reminder immediately,MEDICINE_QUERY
guru please medicine reminder quickly,MEDICINE_QUERY
would you medicine reminder quickly,MEDICINE_QUERY
guru medicine reminder right now,MEDICINE_QUERY
could you medicine reminder,MEDICINE_QUERY
guru please medicine reminder immediately,MEDICINE_QUERY
can you medicine reminder right now,MEDICINE_QUERY
hey guru medicine reminder please,MEDICINE_QUERY
please medicine reminder please,MEDICINE_QUERY
guru please medicine reminder for me,MEDICINE_QUERY
medicine reminder quickly,MEDICINE_QUERY
guru medicine reminder,MEDICINE_QUERY
hey guru medicine reminder,MEDICINE_QUERY
guru please medicine reminder right now,MEDICINE_QUERY
could you medicine reminder quickly,MEDICINE_QUERY
can you medicine reminder immediately,MEDICINE_QUERY
battery status for me,BATTERY_STATUS
hey guru battery status please,BATTERY_STATUS
would you battery status,BATTERY_STATUS
battery status quickly,BATTERY_STATUS
could you battery status,BATTERY_STATUS
can you battery status for me,BATTERY_STATUS
please battery status immediately,BATTERY_STATUS
guru please battery status immediately,BATTERY_STATUS
battery status,BATTERY_STATUS
could you battery status quickly,BATTERY_STATUS
can you battery status,BATTERY_STATUS
guru please battery status quickly,BATTERY_STATUS
please battery status quickly,BATTERY_STATUS
would you battery status quickly,BATTERY_STATUS
would you battery status immediately,BATTERY_STATUS
could you battery status right now,BATTERY_STATUS
hey battery status please,BATTERY_STATUS
guru battery status please,BATTERY_STATUS
hey battery status for me,BATTERY_STATUS
battry status,BATTERY_STATUS
can you battery status quickly,BATTERY_STATUS
please battery status please,BATTERY_STATUS
can you battery status right now,BATTERY_STATUS
guru please battery status please,BATTERY_STATUS
hey battery status quickly,BATTERY_STATUS
could you battery status for me,BATTERY_STATUS
listen guru battery status right now,BATTERY_STATUS
please battery status right now,BATTERY_STATUS
hey guru battery status quickly,BATTERY_STATUS
would you battery status right now,BATTERY_STATUS
would you battery status for me,BATTERY_STATUS
hey battery status immediately,BATTERY_STATUS
guru battery status immediately,BATTERY_STATUS
guru battery status right now,BATTERY_STATUS
would you battery status please,BATTERY_STATUS
hey battery status right now,BATTERY_STATUS
guru please battery status,BATTERY_STATUS
hey guru battery status,BATTERY_STATUS
listen guru battery status please,BATTERY_STATUS
hey battery status,BATTERY_STATUS
listen guru battery status immediately,BATTERY_STATUS
can you battery status please,BATTERY_STATUS
listen guru battery status for me,BATTERY_STATUS
could you battery status immediately,BATTERY_STATUS
guru please battery status right now,BATTERY_STATUS
battery status please,BATTERY_STATUS
please battery status,BATTERY_STATUS
hey guru battery status right now,BATTERY_STATUS
hey guru battery status immediately,BATTERY_STATUS
please battery status for me,BATTERY_STATUS
can you battery status immediately,BATTERY_STATUS
guru battery status for me,BATTERY_STATUS
listen guru battery status quickly,BATTERY_STATUS
could you battery status please,BATTERY_STATUS
beta battery status,BATTERY_STATUS
guru battery status quickly,BATTERY_STATUS
guru please battery status for me,BATTERY_STATUS
listen guru battery status,BATTERY_STATUS
battery status right now,BATTERY_STATUS
battery status immediately,BATTERY_STATUS
hey guru battery status for me,BATTERY_STATUS
guru battery status,BATTERY_STATUS
can you battery level immediately,BATTERY_STATUS
battery level immediately,BATTERY_STATUS
could you battery level,BATTERY_STATUS
battery level quickly,BATTERY_STATUS
guru battery level immediately,BATTERY_STATUS
hey guru battery level for me,BATTERY_STATUS
hey guru battery level quickly,BATTERY_STATUS
can you battery level,BATTERY_STATUS
guru please battery level immediately,BATTERY_STATUS
hey battery level right now,BATTERY_STATUS
hey battery level for me,BATTERY_STATUS
guru battery level quickly,BATTERY_STATUS
please battery level please,BATTERY_STATUS
listen guru battery level immediately,BATTERY_STATUS
would you battery level for me,BATTERY_STATUS
battery level right now,BATTERY_STATUS
please battery level for me,BATTERY_STATUS
battery level,BATTERY_STATUS
please battery level right now,BATTERY_STATUS
battery level please,BATTERY_STATUS
hey guru battery level immediately,BATTERY_STATUS
could you battery level for me,BATTERY_STATUS
beta battery level,BATTERY_STATUS
guru please battery level right now,BATTERY_STATUS
guru battery level please,BATTERY_STATUS
guru please battery level quickly,BATTERY_STATUS
battery level for me,BATTERY_STATUS
guru please battery level for me,BATTERY_STATUS
hey battery level immediately,BATTERY_STATUS
guru battery level for me,BATTERY_STATUS
can you battery level quickly,BATTERY_STATUS
guru please battery level,BATTERY_STATUS
hey battery level please,BATTERY_STATUS
please battery level immediately,BATTERY_STATUS
hey battery level,BATTERY_STATUS
listen guru battery level for me,BATTERY_STATUS
could you battery level please,BATTERY_STATUS
would you battery level right now,BATTERY_STATUS
would you battery level quickly,BATTERY_STATUS
guru battery level,BATTERY_STATUS
can you battery level please,BATTERY_STATUS
could you battery level immediately,BATTERY_STATUS
hey guru battery level please,BATTERY_STATUS
listen guru battery level quickly,BATTERY_STATUS
please battery level quickly,BATTERY_STATUS
please battery level,BATTERY_STATUS
listen guru battery level right now,BATTERY_STATUS
guru battery level right now,BATTERY_STATUS
can you battery level right now,BATTERY_STATUS
could you battery level quickly,BATTERY_STATUS
listen guru battery level please,BATTERY_STATUS
hey guru battery level,BATTERY_STATUS
would you battery level immediately,BATTERY_STATUS
guru please battery level please,BATTERY_STATUS
hey guru battery level right now,BATTERY_STATUS
can you battery level for me,BATTERY_STATUS
could you battery level right now,BATTERY_STATUS
listen guru battery level,BATTERY_STATUS
hey battery level quickly,BATTERY_STATUS
would you battery level please,BATTERY_STATUS
would you battery level,BATTERY_STATUS
guru please how much battery left right now,BATTERY_STATUS
guru please how much battery left,BATTERY_STATUS
listen guru how much battery left for me,BATTERY_STATUS
please how much battery left,BATTERY_STATUS
would you how much battery left please,BATTERY_STATUS
hey guru how much battery left immediately,BATTERY_STATUS
how much battery left for me,BATTERY_STATUS
listen guru how much battery left please,BATTERY_STATUS
hey guru how much battery left please,BATTERY_STATUS
could you how much battery left right now,BATTERY_STATUS
guru how much battery left for me,BATTERY_STATUS
can you how much battery left for me,BATTERY_STATUS
could you how much battery left,BATTERY_STATUS
how much battery left right now,BATTERY_STATUS
would you how much battery left for me,BATTERY_STATUS
please how much battery left for me,BATTERY_STATUS
hey guru how much battery left,BATTERY_STATUS
guru please how much battery left please,BATTERY_STATUS
hey how much battery left immediately,BATTERY_STATUS
hey guru how much battery left right now,BATTERY_STATUS
guru please how much battery left immediately,BATTERY_STATUS
would you how much battery left right now,BATTERY_STATUS
how much battery left please,BATTERY_STATUS
please how much battery left right now,BATTERY_STATUS
could you how much battery left for me,BATTERY_STATUS
hey how much battery left quickly,BATTERY_STATUS
hey guru how much battery left quickly,BATTERY_STATUS
can you how much battery left immediately,BATTERY_STATUS
guru how much battery left right now,BATTERY_STATUS
can you how much battery left,BATTERY_STATUS
can you help me how much battery left,BATTERY_STATUS
please how much battery left quickly,BATTERY_STATUS
guru how much battery left immediately,BATTERY_STATUS
can you how much battery left quickly,BATTERY_STATUS
guru how much battery left please,BATTERY_STATUS
could you how much battery left quickly,BATTERY_STATUS
would you how much battery left quickly,BATTERY_STATUS
hey how much battery left right now,BATTERY_STATUS
would you how much battery left immediately,BATTERY_STATUS
listen guru how much battery left,BATTERY_STATUS
listen guru how much battery left immediately,BATTERY_STATUS
how much battery left quickly,BATTERY_STATUS
can you how much battery left please,BATTERY_STATUS
hey how much battery left please,BATTERY_STATUS
how much battery left immediately,BATTERY_STATUS
hey how much battery left for me,BATTERY_STATUS
please how much battery left please,BATTERY_STATUS
hey how much battery left,BATTERY_STATUS
listen guru how much battery left right now,BATTERY_STATUS
listen guru how much battery left quickly,BATTERY_STATUS
can you how much battery left right now,BATTERY_STATUS
guru how much battery left quickly,BATTERY_STATUS
how much battery left,BATTERY_STATUS
could you how much battery left immediately,BATTERY_STATUS
would you how much battery left,BATTERY_STATUS
guru please how much battery left for me,BATTERY_STATUS
could you how much battery left please,BATTERY_STATUS
hey guru how much battery left for me,BATTERY_STATUS
guru please how much battery left quickly,BATTERY_STATUS
guru how much battery left,BATTERY_STATUS
please how much battery left immediately,BATTERY_STATUS
could you current battery percentage quickly,BATTERY_STATUS
can you current battery percentage for me,BATTERY_STATUS
please current battery percentage please,BATTERY_STATUS
current battery percentage please,BATTERY_STATUS
